chain,address,tx_total,avg_tx_per_day,avg_tx_per_block,max_tx_per_block,min_tx_per_block,std_tx_amount,tx_between_00_04,num_unique_counterparties,same_day_deposit_withdraw,most_common_amount
ETH,0xce0705ed1a9f1029b77304b0c0023bb5687d0da4,307,3.23,1.0623,13,1,1.67693,0.1401,100,1,0.0
ETH,0x3b854b7501662571cb0c4addd2d4533260d95dc6,238,2.98,1.0868,8,1,1.588247,0.1597,68,1,0.0
ETH,0x715681868080809bb201debebe8726561cc62077,247,2.98,1.0647,6,1,1.92436,0.1215,72,1,0.0
ETH,0x97fa7870ed4575187907bfeac6573c53715e656f,342,3.11,1.0556,9,1,7.161548,0.1667,93,1,0.0
ETH,0x93b2d3d15a54ff2b0c9f30cdd662fe4729352182,241,2.84,1.0433,4,1,1.822927,0.1328,75,1,0.0
ETH,0x9d81335f50d0d7e5db6e0d490a8786a5f233b57f,258,2.8,1.0238,4,1,1.855088,0.155,83,1,0.0
ETH,0xe8e9a334d9f06821e1e3404eb84c9ddf5b6468d1,245,2.85,1.0294,4,1,2.022222,0.1469,78,1,0.0
ETH,0x815d4c8081c532d3133169666312bb57a660dd3c,305,3.18,1.0517,7,1,5.265516,0.1672,86,1,0.0
ETH,0xebaf7649ef5647f0dd6dfc3dc16e970a9b35958a,333,3.2,1.0571,9,1,1.679723,0.1802,96,1,0.0
ETH,0xb5ce34127f7e75fb836c496bbdfc0d66f16a172e,313,3.13,1.0539,9,1,1.568893,0.1629,91,1,0.0
ETH,0x4f70dda6b0a3ab838b9633adb5b0d877c43f49e6,307,3.04,1.0478,8,1,1.805486,0.1596,86,1,0.0
ETH,0xff8c3211720201cec847026b679875ce5ca764be,358,3.25,1.0592,8,1,2.667272,0.1508,95,1,0.0
ETH,0x278d46af4365419286ceb43b9f793302dc8f7604,344,3.19,1.065,10,1,4.080277,0.157,94,1,0.0
ETH,0x3d23684b5778e49f1a43a47827123b6678fdc421,351,3.08,1.0636,8,1,15.033711,0.1624,94,1,0.0
ETH,0xb88c2f92b3a4adf964f268cd0045d8ab46af6e73,326,1.99,1.1479,5,1,0.746105,0.1503,171,1,0.0
ETH,0x9e35be45e70fb4677a037453ca0161e81d5b4a1a,391,3.4,1.1045,9,1,3.739656,0.1432,103,1,0.0
ETH,0xa0fbe8719503c67aaa3510a2f3cd08e6fc662aef,422,3.94,1.1405,17,1,7.819187,0.1445,103,1,0.0
ETH,0xf4b881a83b8c8b25de31d7b3191a379f3f5cbd8a,518,2.32,1.0725,13,1,0.535933,0.1622,198,1,0.0
ETH,0x28c2ee1d60483601276a15b459b28dbd6db9daf7,341,2.14,1.0396,5,1,0.491196,0.176,110,1,0.0
ETH,0x3a78a990dcfe1fa140701cb4a02c7b9d8c3f3e9e,4449,7.93,1.6297,29,1,0.996541,0.2263,1130,1,0.0
ETH,0x76d25375d054eed0721760f3f1693a323f5ebe4b,688,2.62,1.0377,7,1,0.645375,0.1788,274,1,0.0
ETH,0x48f0e2fd6b3cac0d63b56d6316f26b437fd20df8,445,2.16,1.0397,5,1,0.558146,0.1708,157,1,0.0
ETH,0xb39195ce91307101955b5e94ac53d78a08ce0310,140,3.89,1.5217,14,1,0.94779,0.0429,35,1,0.0
ETH,0x10b0c2c9a1363006894a11fb3d8f5a9501ac5578,607,2.42,1.0358,5,1,0.567057,0.196,244,1,0.0
ETH,0x0bf25adf63feb39573d0d9993d89f7ae2b1399f6,357,2.11,1.0348,5,1,0.498797,0.1793,114,1,0.0
ETH,0xaa8a00bff12d84955b128f2d6282c7a8482b8da4,368,2.11,1.0337,5,1,0.508958,0.1685,117,1,0.0
ETH,0x6fffc22589344f422e3b26287f5dcf232235c953,455,2.21,1.0248,5,1,0.582312,0.167,163,1,0.0
ETH,0xa9ab1e1ecab99d9670d1adbc065c169db5f8c490,7,1.4,1.1667,2,1,0.413342,0.0,6,1,0.3
ETH,0x0d930eea2631aa1ee53e605afb336a1608f4826a,7,1.4,1.0,1,1,0.273451,0.2857,5,1,0.0
ETH,0x996e778ff6e7fca4b8fcf8a9ec2e85c878241bc4,1206,3.01,1.0117,2,1,0.565646,0.1683,456,1,0.0
ETH,0x23a3ee06458bce36fa43f6e5725c04f7a3218d6c,65,1.67,1.0,1,1,1.066295,0.0769,38,1,0.0
ETH,0xe6474558bae139b24068e4b18b036762c49e1211,69,1.97,1.0147,2,1,0.194155,0.1014,38,1,0.0
ETH,0x63c77d45c823bd61217a317132305eb94ce5ba79,217,3.14,1.0236,2,1,0.291462,0.1659,78,1,0.0
ETH,0xfac483a17cd8e4dd0aa05e2e9f1eef4630a5075c,185,2.18,1.0221,3,1,1.364187,0.1405,90,1,0.0
ETH,0x7b9978e4d290bfcdc4e70733c52a2611be5970d7,66,1.4,1.0,1,1,0.99486,0.0455,36,1,0.0
ETH,0x53d4a2608ee6e6079db0d841366fa46c7287850d,7,1.4,1.0,1,1,0.27108,0.2857,5,1,0.0
ETH,0xc7c5f04410c67aac68953e09ac3ca4dc764306ab,279,2.38,1.0,1,1,0.638431,0.1756,99,1,0.0
ETH,0x77784984ee13ea2708f1a3271affc9c36d9773ef,557,2.4,1.0353,5,1,0.536863,0.1741,233,1,0.0
ETH,0x7e319b0140091625786c4bedd74daa68df243c82,1473,8.61,1.3403,20,1,13.37408,0.1446,238,1,0.0
ETH,0xf43c0f37ee0c2506b1f6debe420588452f6f1135,374,2.23,1.1402,13,1,0.662955,0.2086,108,1,0.0
ETH,0x01d4a0f99993a056aa7b4e5202098df9654dcf35,236,4.07,1.0826,6,1,1.179299,0.2627,108,1,0.0
ETH,0x40888d9680305e1cd9c43d43cfed6609af582a95,231,4.28,1.1,6,1,1.184796,0.2641,105,1,0.0
ETH,0xe6cfeb315990d6566e3b972630b97f9907b69415,438,2.59,1.0631,7,1,0.591891,0.1918,232,1,0.0
ETH,0xafa630919f3d7d3c7f73c502927a9adbeec4c8b7,95,2.57,1.1728,5,1,0.89276,0.2316,43,1,0.0
ETH,0xad228df8cb2662d484332a7c4609784e22441722,481,2.56,1.1371,16,1,1.372128,0.185,152,1,0.0
ETH,0x49746c74560396a77c2cac2923b049a51a4532ca,808,7.15,1.9102,32,1,1.814705,0.5235,379,1,0.4
ETH,0x9edff88cc791a08b4847dc1ec4a67d8c3ebebf9c,84,2.27,1.1667,3,1,1.280532,0.2857,36,1,0.0
ETH,0xd28322a33d4e84da910b61a3be346a99d84a9645,68,3.24,1.2364,3,1,0.583865,0.3088,37,1,0.0
ETH,0x3dfc9b1ecc774c53c8e8e66475b5859f83d9c75a,213,3.74,1.065,3,1,0.95332,0.3005,94,1,0.0
ETH,0xfdbaa95c2e634b9704ffd4393be07d4a4eae3965,77,3.08,1.2222,3,1,0.719279,0.3506,40,1,0.0
ETH,0x76107b53c23791c650f417a13ba6275d42edb89e,32,2.91,1.0,1,1,0.262998,0.0625,13,1,0.0
ETH,0xe9e31d3172772c7b0a7b21dedd28112ff869cd7d,1217,3.91,1.0638,17,1,0.680411,0.2251,730,1,0.0
ETH,0x3bfefbb7b3da14595721d961bdce9e93f4e62ef6,342,2.0,1.1515,5,1,0.782146,0.1667,181,1,0.0
ETH,0x707667a7d433ac762e8b5b06a10754b008122e78,99,2.54,1.0421,3,1,0.736549,0.1111,27,1,0.0
ETH,0x94cabc3c7aa16658ad0eca3491a4bc6d5b511026,586,4.47,1.1162,19,1,2.234095,0.2833,213,1,0.0
ETH,0x025340ae35960dd5c8b0e8c4c37526cfce18397d,194,3.53,1.0659,3,1,0.858876,0.299,89,1,0.0
ETH,0x81540c088c502167f291ceb43550032f59e47d20,73,1.82,1.0735,3,1,0.203354,0.1918,43,1,0.0
ETH,0x18356ab1f78361a1d02d62ba9f9a0505bb396fd5,62,1.63,1.0333,2,1,0.447207,0.1935,34,1,0.0
ETH,0xf2dd2da0c744f240899b4949d94a252a77ddd153,66,1.61,1.0312,2,1,0.436686,0.2424,36,1,0.0
ETH,0x42fdc6b905f50aad160e070a656d18902a03476f,308,2.35,1.0922,4,1,0.853661,0.2305,152,1,0.0
ETH,0x77b5b173734599fb01cb8cee276977584155cd85,46,1.84,1.0455,2,1,5.129349,0.1957,25,1,0.0
ETH,0x7d43f37318357154ab5c63bf651b305c1fbebbea,142,3.55,1.0677,3,1,0.750323,0.2817,69,1,0.0
ETH,0x4866eb606a9bb35f11bcd8aa4f84ca2643d921b0,170,2.83,1.36,19,1,0.391084,0.3059,80,1,0.0
ETH,0x056de629b4210849c00224f5fe669ed677156a8d,317,3.56,1.0709,5,1,0.822996,0.265,124,1,0.0
ETH,0xda903f69dbc0421cfbf9e0150668b7528ad8dc7a,540,2.62,1.1321,20,1,0.945918,0.2519,267,1,0.0
ETH,0xa899e43c7c0679961cde2aae83bf72f31a9b7334,172,2.73,1.0178,2,1,0.578501,0.2384,75,1,0.0
ETH,0x186ebace2d904249ad7a5421f06c2d8c1b61181b,5921,14.17,1.7019,59,1,4.779776,0.2699,943,1,0.0
ETH,0x22977b89d5bf1ff5eab2a6438ec813ac9aaff5d9,304,3.71,1.1014,5,1,0.795197,0.2072,123,1,0.0
ETH,0x3e30bbe8264f72b30cc901b365fae1fcaacb5cb0,283,2.19,1.0843,4,1,0.747725,0.265,168,1,0.0
ETH,0x566db10a15e3bfd05bc951d7dab713494f700ab3,456,2.61,1.0679,4,1,0.587167,0.2061,233,1,0.0
ETH,0x955cff310f5ee8439bc62518898ecab0bb007a66,217,4.09,1.1071,3,1,1.389035,0.1797,59,1,0.0
ETH,0xb114dc3200dc8b21447eca46abe3c1241678326f,208,3.65,1.0722,3,1,1.000667,0.3029,90,1,0.0
ETH,0xa4685e7114056f83503b7b9ce5a2b2adad898a2e,275,3.35,1.0784,5,1,0.658975,0.2655,112,1,0.0
ETH,0xb0be64a021cbaa65de2bc48c9a924ba47c69429c,333,2.43,1.0605,4,1,1.865496,0.2132,169,1,0.0
ETH,0x0e7689e7d2ec7895889024fb44ebe90c7d03d50a,376,2.21,1.1291,12,1,0.69813,0.2048,116,1,0.0
ETH,0x3b935a945513ada478ce2e9ea0e9ec26856bce17,557,2.58,1.1826,10,1,1.534671,0.1508,257,1,0.0
ETH,0x66c045487efc5dc3458e0af692363ce718f39e04,141,3.07,1.093,3,1,0.945448,0.1915,63,1,0.0
ETH,0x2e900e2b33394b0925be2af0e5daf3b0f6930c51,1416,4.9,1.3209,36,1,9.601209,0.2394,471,1,0.0
ETH,0xb936accd43789e94264cdc4e9021c9d7c7371ed1,98,3.27,1.1667,3,1,1.227158,0.2347,47,1,0.0
ETH,0x799d9013d8d0835238ec33c3ab5d0280a2d17210,310,3.97,1.1524,9,1,0.473969,0.1129,118,1,0.0
ETH,0xcec45a7f67581341a1313f3a8027f773c4d68aba,160,3.2,1.1034,3,1,1.044788,0.1938,76,1,0.0
ETH,0x8e49a30ea98cb89e2e9eaa879c52ca19a4b00b54,110,3.24,1.2088,4,1,0.482621,0.2182,54,1,0.0
ETH,0x7395ec31e724a449ae615cffec81cce17644e279,87,3.11,1.1154,3,1,1.211387,0.3103,46,1,0.0
ETH,0x92d34753133ed24ae9eca38cd05dc45a5faa8c58,107,3.15,1.1146,2,1,0.767357,0.2617,52,1,0.0
ETH,0x442465cbc0cd84f93c12cb1134dcdad6aa54f1aa,3720,6.75,1.3503,30,1,1.325498,0.1895,848,1,0.0
ETH,0x0e719677cb5679ff07858f58bfd6fe2a8234863c,1750,4.62,1.1423,17,1,2.573381,0.2549,546,1,0.0
ETH,0x711e7f33a73ff762708c79eb980f28952e1ac249,466,4.61,1.47,32,1,1.88324,0.5086,210,1,0.0
ETH,0xff1386c5a7ea7d782027e3a206cd0c2c7a1702f0,392,2.27,1.1529,13,1,0.689068,0.2092,116,1,0.0
ETH,0x4320ad2ccf37e80245aabe72612bb4a1025af463,70,3.33,1.2727,3,1,0.488815,0.3143,37,1,0.0
ETH,0x6c9e41540649c321d73d8446e376e00a5ab558cc,660,2.95,1.1498,8,1,0.779303,0.3091,281,1,0.0
ETH,0x14195f3704ec3cf7cfc2096982295a8228e80d1b,414,2.41,1.1436,16,1,0.753425,0.2053,132,1,0.0
ETH,0x6a8beb91ffbba5c3218f92b2431f076def7b87dd,871,3.82,1.2461,34,1,1.344815,0.217,281,1,0.0
ETH,0xf8e51c270224265d7d28b976d0a638c61a23e2c4,333,2.11,1.0374,3,1,0.454336,0.2402,198,1,0.0
ETH,0x730aba725664974efb753ee72ca789541c733db4,6437,8.0,1.1039,29,1,0.935608,0.2361,1640,1,0.0
ETH,0xc58968596c4e677ceb56af93ce742684ec0cfc6c,704,2.68,1.0523,5,1,0.494026,0.2273,423,1,0.0
ETH,0x29b4bd197310f21dcfe0ebd14f62cf6b81fb1c2e,95,2.88,1.0326,3,1,1.212205,0.3895,24,1,0.0
ETH,0x31c403cc112f9ecc0aaed7084113ba2405a7491d,81,2.13,1.0658,3,1,0.313597,0.037,49,1,0.0
ETH,0x2ee9be3d252ed4663038233ec627f53cd1423dfe,39,1.39,1.0,1,1,0.458229,0.2564,28,1,0.0
ETH,0xcdb296d37db1387f5f8b2098aca0f878951b453c,492,3.97,1.288,19,1,3.401339,0.122,148,1,0.0
ETH,0x9f6008f519f27bf75255a3a0a1ecc318535148eb,208,2.45,1.0048,2,1,2.71397,0.3221,91,1,0.0
ETH,0xa53460627ed9cca3808ff957ab7892bf361e768f,94,1.71,1.0217,2,1,0.545182,0.2021,46,1,0.0
ETH,0x90719d3ee6c59304086bc2892a6146938969954c,277,2.29,1.1124,5,1,1.09786,0.296,130,1,0.0
ETH,0xd7a7423bdaa82fdff384b9d93bf8199076bf305c,286,3.21,1.2941,21,1,1.651778,0.3636,123,1,0.0
ETH,0x1f2e5aa65d344fa1a6f0b77ee93a82d6c5fd4371,671,3.67,1.1855,9,1,1.719822,0.2444,250,1,0.0
ETH,0x2d5b89c605dfb7af48df3945632a3c8ea11a1864,202,2.59,1.1412,20,1,1.614268,0.2772,84,1,0.0
ETH,0x71c9c62751b2325fb9284212c86323ea93a37c5c,397,2.36,1.1246,11,1,0.48525,0.2443,231,1,0.0
ETH,0x4ae265bf599f1d1e0e4a4b2cad69b2b322b20902,164,1.95,1.0186,2,1,1.090017,0.1585,76,1,0.0
ETH,0x3a68181e55b0a66e4e09ecc88627fcface48f97e,40,1.54,1.0,1,1,0.345117,0.25,20,1,0.0
ETH,0x110fac77e157e312feed9ed6cadcadc614293a7b,273,2.73,1.0664,4,1,0.990183,0.304,79,1,0.0
ETH,0xdd77ac062f7365573a44f668337ab8d1b43c2691,671,2.8,1.2732,12,1,3.917556,0.0671,104,1,0.0
ETH,0x729cb13978a0191ff9beb40270eda640f8d6745e,367,3.03,1.0669,4,1,1.070291,0.2752,111,1,0.0
ETH,0x5aa904f16e25837894051dbb9147c277f9f8928f,209,2.58,1.0773,4,1,0.972679,0.2775,56,1,0.0
ETH,0xb99b013a5cc75990473e3e859ad9b7720b3a2374,25,1.92,1.1905,4,1,0.06227,0.36,14,1,0.05
ETH,0xc986bf29b77fc007c0e8b1c91cfc3272675acf0c,79,1.76,1.026,2,1,0.285521,0.0253,45,1,0.0
ETH,0xb54cc5a8190ccb0be025373f876ef778a79a6ddc,658,3.15,1.017,5,1,0.555325,0.0927,189,1,0.0
ETH,0xe52e82cf498eb4f30b3b03831450d56c6c246567,345,3.05,1.0815,5,1,0.140055,0.1826,89,1,0.0
ETH,0xdd2601662bf9dbad741c59bfbe43d57923e798dc,15,1.67,1.25,3,1,0.093493,0.2667,9,1,0.0
ETH,0xfd6a3dbfa3bfb1ee829814b0e7ca3ced83bdd842,896,5.12,1.0566,6,1,1.495054,0.1931,99,1,0.0
ETH,0xbe8d4253041ae3b9bb2f4d1f97a0f954cd0125bc,263,1.92,1.0115,2,1,0.076478,0.2662,107,1,0.0
ETH,0x2a887be9b1e9f9e8c2e25ebf83477b323c4f639c,158,2.03,1.0327,2,1,0.38499,0.2785,60,1,0.0
ETH,0x6263b2d6863c99e292d6c9a29b2df65170462861,251,3.44,1.0415,5,1,0.17057,0.0677,32,1,0.0
ETH,0xf6690610df49587a4ca89efa76fc5289652c5d71,20,2.22,1.0,1,1,0.093945,0.4,9,1,0.0
ETH,0xd118c9ec2b6d433d0559534b831b5b3fd322f5de,385,5.13,1.0462,3,1,0.421652,0.2182,79,1,0.0
ETH,0x408d9f5073448f46ecf3d7056df7a6ce6562a6ed,78,1.73,1.013,2,1,0.165844,0.2564,48,1,0.0
ETH,0x1dbe2a44b04f402d768b2aeb6fbe0121a15a39a5,5,1.25,1.0,1,1,0.027413,0.4,4,1,0.09636678
ETH,0x7be7d5da4b31b3f67f21915214d0c27ef0b7dcce,3,1.0,1.0,1,1,0.023132,0.3333,3,0,0.13055286
ETH,0x640667435415b2ad210f25658b8de7f949cae521,71,3.09,1.0143,2,1,0.198148,0.0986,22,1,0.0
ETH,0x41379a1a5f8cda2728270fd59481ec605540386f,9,2.25,1.0,1,1,0.060223,0.0,4,1,0.1
ETH,0xf3c22cd65d8a63fedbff325926979da0b2df4a4f,458,3.44,1.0726,9,1,0.992562,0.1397,203,1,0.0
ETH,0x2a7980fc11147a142d46a75446bb04d0f5295529,1151,5.53,1.1591,10,1,0.583005,0.1964,191,1,0.0
ETH,0x65dcf7782260aa1d6642a85f36c0bc9545182f1e,10000,13.42,1.0281,17,1,1.675669,0.2077,1296,1,0.0
ETH,0x4e8d918118e00f049712bb8da2b42088909eeee7,974,3.94,1.1234,20,1,3.45661,0.152,316,1,0.0
ETH,0x2f5b432e29c3b4866f9b6e96484b28fda04addc7,2158,4.92,1.042,10,1,1.745852,0.1256,599,1,0.0
ETH,0x1f93669cc3a85f4d8e093ff5e00ad462139aed47,1847,4.02,1.033,4,1,1.020046,0.0,308,1,0.0
ETH,0xc0a188b6bf7695605b8059976588f2d98905a30f,19,1.9,1.1875,3,1,0.152205,0.1053,13,0,0.0
ETH,0x152382b77b1bcb1b5ab3abdcd829d3ac63452aa5,34,2.12,1.0,1,1,0.74451,0.2941,23,1,0.0
ETH,0x78f0054bf4a6b062acee61b7e26f08d1c4d268fd,52,2.08,1.0196,2,1,0.510883,0.0192,22,1,0.0
ETH,0xe60049f49367bb3457d7bb3d050806ed8fffa325,23,1.44,1.0,1,1,0.133756,0.0,15,1,0.0
ETH,0x4bb0a135503cb32007732e3758f5bde46e631602,1793,4.54,1.0056,5,1,0.325556,0.2471,428,1,0.0
ETH,0xfc2ddbed131aa9b5fc0af1c97502ea3f2576fa13,59,1.97,1.0172,2,1,0.201272,0.2542,27,1,0.0
ETH,0x6562949e28425ca548114a55ce54d39dba53e2d6,9,3.0,1.0,1,1,0.387196,0.0,9,1,0.2
ETH,0xb547389cff05e33673bea9772d2cc9a315354bc7,16,1.78,1.0667,2,1,0.064905,0.0,12,1,0.0
ETH,0xa976203765f85f0104ed9eb89bc85908964fb8e6,39,1.56,1.0263,2,1,0.083752,0.0513,23,1,0.0
ETH,0xedf407f8958af9212a4a30a45228955a40e2b127,134,2.53,1.0229,2,1,0.83582,0.0896,51,1,0.0
ETH,0x6878d4fe0fe74844d06614d24405ff1da0b17e31,219,2.64,1.0429,7,1,0.320494,0.0822,78,1,0.0
ETH,0xcbae96d4c8162b4b7e4baf9d87d15a5a0ec089a0,87,2.17,1.0875,3,1,0.076303,0.1264,35,1,0.0
ETH,0x1ebf4a755e979da70924ad995d559aa1e363f21b,396,2.33,1.0102,3,1,0.223379,0.1641,164,1,0.0
ETH,0x708c2f252b9c3beaeb897ffd529667c76cc995e3,560,2.17,1.0256,3,1,0.156994,0.3,150,1,0.0
ETH,0x29cc934dccb04abfde3a82e8992b24a74c51f6a9,337,2.83,1.0243,2,1,0.405359,0.2136,119,1,0.0
ETH,0x4aa009875ec10688c8a7664937c97a82dcf78d23,1232,4.0,1.0224,4,1,0.075425,0.2362,214,1,0.0
ETH,0xf3dcc51bc5e53665d3b70d58d3f2821918d5ccfd,382,2.73,1.1105,13,1,0.181862,0.1361,104,1,0.0
ETH,0x9f55f157f01fa1445037f630f87a33b075cc3286,1699,3.4,1.026,4,1,0.091861,0.2749,648,1,0.0
ETH,0x31fa4e99f5671e94e5ab3491a8806d0c8cd35520,1093,3.3,1.0102,2,1,0.267751,0.0576,182,1,0.0
ETH,0xfec0dfa937e7afa1ff58ab9dd1a683bdaf43f61a,91,2.6,1.0111,2,1,0.394462,0.3407,32,1,0.0
ETH,0x1362f4df5231716905071544f4020f53f1f1a34a,9,1.5,1.0,1,1,0.083955,0.0,5,0,0.0
ETH,0x8a843bd574366aaceb160ec3865568551be89e50,288,3.27,1.0827,8,1,0.272545,0.3229,85,1,0.0
ETH,0xc910bd2690d6a13b10ec6de2b80e98d1b63c6f4e,3,3.0,1.0,1,1,0.236356,0.0,3,1,0.5
ETH,0x54da30abdfa40ed5700a744b1df0728370be9278,13,2.17,1.0,1,1,0.20235,0.2308,8,1,0.0
ETH,0x1afcac3b8a4a7fc6b959cc041424461694d8ae46,150,1.69,1.0067,2,1,0.409049,0.2,53,1,0.0
ETH,0x1af83a29ff37292b90c639e020d11168fb075548,8,1.33,1.0,1,1,0.925389,0.0,6,1,0.2
ETH,0x8c212bf75cdfea6a4c5e40e7023f80edb17f80f4,201,2.28,1.0469,3,1,0.306484,0.2537,75,1,0.0
ETH,0x5d4ed83e8ec8d4ead43a75eb4825af423438afe1,47,2.04,1.0217,2,1,0.081678,0.383,24,1,0.0
ETH,0xe90912078ac773aa86130084b6265cdb26eddee0,230,3.19,1.0177,3,1,0.354969,0.2478,63,1,0.0
ETH,0x03105337425261bed6a039eef693c548184ab4fe,144,2.09,1.0141,2,1,0.140511,0.2083,58,1,0.0
ETH,0x2063c0ced0f4b5298dea07cfec22e321a154e82b,63,1.97,1.0862,3,1,0.356278,0.2063,25,1,0.0
ETH,0x53bda9e36e88af09ed4dae52ab0a574d877b9acf,86,1.79,1.0118,2,1,0.088358,0.3372,28,1,0.0
ETH,0xd5f19813683c8b5c6b74b7ca25e875f5888d74fb,148,2.43,1.0207,2,1,0.274161,0.6014,51,1,0.0
ETH,0xf76451e46724d73ce9bcc44016182b1717a10f64,144,3.2,1.0435,2,1,0.7742,0.0417,39,1,0.0
ETH,0x3d1dce44590594d9f30a77c25ef317298bb462ff,15,2.14,1.0714,2,1,0.172102,0.0667,13,1,0.0
ETH,0x068389c095542e0811bdc5820fa69aabc34ba137,35,1.94,1.0606,3,1,0.185816,0.1714,16,1,0.0
ETH,0x351946eaa6920fcee61749f8051c1422e3ef73d3,50,2.63,1.0,1,1,0.115611,0.26,17,1,0.0
ETH,0xf2c5a1e056d16608ec95cbe8696f34e8c14927ce,61,1.97,1.0,1,1,0.406256,0.3115,31,1,0.0
ETH,0x5f157d0190972c8c93b551b78a55cb33895854e6,188,2.35,1.0108,2,1,0.155109,0.0372,92,1,0.0
ETH,0x3aeb468c9dcc74b1f44d6729026b279b0e407ece,247,2.47,1.0123,2,1,0.222975,0.2308,102,1,0.0
ETH,0xa5fac052259ae5e3487138a8c52d93898ce4e6d1,84,2.0,1.0909,5,1,0.235907,0.0595,36,1,0.0
ETH,0xd1e484ccdeaa83dfb8ca99861b6f271a65185942,203,3.08,1.0253,2,1,0.156589,0.1823,63,1,0.0
ETH,0xc92fc8128e8508ea5ec8b68e02f1d4a454a3cb58,230,3.15,1.0407,2,1,0.540127,0.0304,43,1,0.0
ETH,0xa1fabe36a9dfa87232305460ff72f320cb05a6ca,17,1.7,1.0,1,1,0.124774,0.5882,11,1,0.0
ETH,0x591b265e91b0346fb3f5a95c2397412422c768ef,46,2.42,1.0,1,1,0.055099,0.2826,24,1,0.0
ETH,0xc7518a8cf15811ba98924fbfd054cb0ec9397e9e,753,2.38,1.0148,2,1,0.362502,0.1554,322,1,0.0
ETH,0x065ed147c98287c4307bcf7070b9bca7f050d7e9,48,2.0,1.0,1,1,0.045114,0.2708,24,1,0.0
ETH,0x8931a6c72d228e67524cd94d80eaff6a2f344dfa,300,3.19,1.049,3,1,0.783723,0.0033,85,1,0.0
ETH,0x41a1e76edac29bfa2039cf1e91f93e2210d369c6,459,2.0,1.011,2,1,0.152284,0.024,176,1,0.0
ETH,0x0c40e41754bdd309f95e9883ba4821ccf4948293,31,1.63,1.0,1,1,0.084483,0.129,20,1,0.0
ETH,0xcb495cdbbdd596288697e7ecf4225586f9e73edf,411,2.83,1.0173,4,1,0.393444,0.2798,128,1,0.0
ETH,0xf98f6d9b5b1d4f226ca7e4fdc20b75d44fb12b58,35,1.84,1.0,1,1,0.099078,0.0571,9,1,0.0
ETH,0x07bb791d63c4ef361a24ca7a7f7efa8f8ad2883f,355,2.69,1.032,3,1,0.286204,0.2254,137,1,0.0
ETH,0xa116a4661be4d5535a2031e629bdd48ef1307cfc,1226,2.97,1.0407,5,1,1.02772,0.2162,259,1,0.0
ETH,0x7014284f59e918cb162b007299c827d5bc8fc3cd,110,2.56,1.028,2,1,0.322007,0.2818,46,1,0.0
ETH,0xb9654150a954460896b7f515807671e937346205,601,3.25,1.0326,4,1,0.287517,0.1664,225,1,0.0
ETH,0xf05408afa36c0672140aa706ca0ebab4c8991c37,77,2.75,1.0694,3,1,1.061829,0.0,39,1,0.0
ETH,0x3b002a68251089f3b4f611417a8de80d6693ab14,501,5.16,1.0751,5,1,0.690108,0.1517,130,1,0.0
ETH,0x4290bedeab8f8324a6928bce5b82c712554784bf,83,1.63,1.0122,2,1,0.252476,0.012,51,1,0.0
ETH,0x0c8ecc562c855a20841499813f1cfe1abe23c2b1,495,2.5,1.0061,2,1,0.170652,0.1535,157,1,0.0
ETH,0x5a810883eebfc4e972c301700978b82ee8d5c505,351,3.05,1.0029,2,1,0.632619,0.094,108,1,0.0
ETH,0x516d8d4bc6e2db85beec2efec5f552fd45b488f0,626,2.94,1.0364,6,1,0.990103,0.0431,226,1,0.0
ETH,0x855b1451e1b00a12a47e2534cd7a32c55b4ca7ef,1714,3.81,1.0035,3,1,0.668004,0.014,323,1,0.0
ETH,0x0ba3ceffa19ab6b6413dec6f9d7e251cc0d34178,244,2.54,1.0517,2,1,0.212123,0.1434,83,1,0.0
ETH,0xf45d1e2f6670ac3413e91ceac6e37c62d4f109a0,615,4.27,1.0065,2,1,0.257593,0.174,155,1,0.0
ETH,0xdf62921e01812f2c48aa0eb221fe86041ce6823e,38,1.81,1.0857,2,1,0.112546,0.0,20,1,0.0
ETH,0x36059479828540832695e98da79f2e9a2622c9ff,16,1.6,1.0667,2,1,0.187532,0.0625,12,0,0.0
ETH,0x2492ceeedd7208577d5d1f74e008a8d861bebdd4,442,3.05,1.0449,5,1,0.201407,0.0113,153,1,0.0
ETH,0x31fb82b19f4b17b4a6956358a62362a57933c7e6,2780,7.41,1.0331,8,1,0.194444,0.2435,982,1,0.0
ETH,0xd509862778554c256f304bb819112dd03afd5e4a,820,4.85,1.0327,15,1,0.940239,0.2,185,1,0.0
ETH,0x6d9e6283f40efb2e089a922d6f555cdaa3a8269c,109,2.37,1.0093,2,1,0.441218,0.1743,50,1,0.0
ETH,0x4536fa7b16c61527a4e88220cc3ff5653eeebb9c,109,1.65,1.0093,2,1,0.531059,0.1284,69,1,0.0
ETH,0xbb6ca16c1390887997559c5ce6b15a0f76c24b3f,30,1.2,1.0,1,1,0.091919,0.0333,20,1,0.0
ETH,0x447545c33a1bf58ed3b93ca40896738ddeee5a29,403,3.03,1.0254,2,1,0.150381,0.3052,121,1,0.0
ETH,0x0a08a1dbde3e65495f1a235591c1371403f9d85c,416,3.01,1.0171,4,1,0.14242,0.0673,95,1,0.0
ETH,0x045162059686c98878a9e3017a934a2350a1f1ad,143,3.11,1.0833,4,1,0.104329,0.1608,51,1,0.0
ETH,0xff804aa1a288b3f9626b031d2ca9bdcee73f6c85,571,3.36,1.0215,4,1,0.3438,0.3625,163,1,0.0
